Date,ReportType,LateCount,TotalCount
2025-08-05,GCSEMI,29,272
2025-08-05,GCVOA,0,23
2025-08-05,GENCHEM,293,1135
2025-08-05,HG,83,134
2025-08-05,MSSEMI,37,320
2025-08-05,MSVOA,13,264
2025-08-05,ORGPREP,2,174
2025-08-06,METALS,573,2002
2025-08-06,GCSEMI,42,272
2025-08-06,GCVOA,1,23
2025-08-06,GENCHEM,334,1135
2025-08-06,HG,85,134
2025-08-06,MSSEMI,50,320
2025-08-06,MSVOA,52,264
2025-08-06,ORGPREP,5,174
2025-08-06,METALS,573,2002
2025-08-06,GCSEMI,42,272
2025-08-06,GCVOA,1,23
2025-08-06,GENCHEM,334,1135
2025-08-06,HG,85,134
2025-08-06,MSSEMI,50,320
2025-08-06,MSVOA,52,264
2025-08-06,ORGPREP,5,174
2025-08-06,METALS,573,2002
2025-08-06,GCSEMI,42,272
2025-08-06,GCVOA,1,23
2025-08-06,GENCHEM,334,1135
2025-08-06,HG,85,134
2025-08-06,MSSEMI,50,320
2025-08-06,MSVOA,52,264
2025-08-06,ORGPREP,5,174
2025-08-06,METALS,573,2002
2025-08-06,GCSEMI,42,272
2025-08-06,GCVOA,1,23
2025-08-06,GENCHEM,334,1135
2025-08-06,HG,85,134
2025-08-06,MSSEMI,50,320
2025-08-06,MSVOA,52,264
2025-08-06,ORGPREP,5,174
