Date,ReportType,LateCount,TotalCount
2025-07-30,ORGPREP,102,410
2025-07-30,EXTLCMS,4,49
2025-07-30,GCAIR,0,12
2025-07-30,GCSEMI,212,731
2025-07-30,GCVOA,14,64
2025-07-30,GENCHEM,169,1703
2025-07-30,HG,5,336
2025-07-30,LCMSPFAS,82,202
2025-07-30,MSAIR,7,65
2025-07-30,MSSEMI,106,552
2025-07-30,MSVOA,49,891
2025-07-30,METALS,87,936
2025-07-30,ORGPREP,117,567
2025-07-30,EXTLCMS,3,60
2025-07-30,GCAIR,0,20
2025-07-30,GCSEMI,101,679
2025-07-30,GCVOA,1,66
2025-07-30,GENCHEM,100,1620
2025-07-30,HG,1,261
2025-07-30,LCMSPFAS,60,209
2025-07-30,MSAIR,7,54
2025-07-30,MSSEMI,58,511
2025-07-30,MSVOA,20,871
2025-07-30,METALS,87,936
2025-07-30,ORGPREP,117,567
2025-07-30,EXTLCMS,3,60
2025-07-30,GCAIR,0,20
2025-07-30,GCSEMI,101,679
2025-07-30,GCVOA,1,66
2025-07-30,GENCHEM,100,1620
2025-07-30,HG,1,261
2025-07-30,LCMSPFAS,60,209
2025-07-30,MSAIR,7,54
2025-07-30,MSSEMI,58,511
2025-07-30,MSVOA,20,871
2025-07-30,METALS,87,936
2025-07-30,ORGPREP,117,567
2025-07-30,EXTLCMS,3,60
2025-07-30,GCAIR,0,20
2025-07-30,GCSEMI,101,679
2025-07-30,GCVOA,1,66
2025-07-30,GENCHEM,100,1620
2025-07-30,HG,1,261
2025-07-30,LCMSPFAS,60,209
2025-07-30,MSAIR,7,54
2025-07-30,MSSEMI,58,511
2025-07-30,MSVOA,20,871
2025-07-30,METALS,87,936
2025-07-30,ORGPREP,117,567
2025-07-30,EXTLCMS,3,60
2025-07-30,GCAIR,0,20
2025-07-30,GCSEMI,101,679
2025-07-30,GCVOA,1,66
2025-07-30,GENCHEM,100,1620
2025-07-30,HG,1,261
2025-07-30,LCMSPFAS,60,209
2025-07-30,MSAIR,7,54
2025-07-30,MSSEMI,58,511
2025-07-30,MSVOA,20,871
2025-07-31,METALS,198,936
2025-07-31,ORGPREP,266,567
2025-07-31,EXTLCMS,3,60
2025-07-31,GCAIR,0,20
2025-07-31,GCSEMI,190,679
2025-07-31,GCVOA,18,66
2025-07-31,GENCHEM,160,1620
2025-07-31,HG,5,261
2025-07-31,LCMSPFAS,78,209
2025-07-31,MSAIR,11,54
2025-07-31,MSSEMI,109,511
2025-07-31,MSVOA,132,871
2025-07-31,METALS,69,963
2025-07-31,ORGPREP,164,682
2025-07-31,EXTLCMS,2,45
2025-07-31,GCAIR,0,22
2025-07-31,GCSEMI,106,725
2025-07-31,GCVOA,9,77
2025-07-31,GENCHEM,56,1433
2025-07-31,HG,0,278
2025-07-31,LCMSPFAS,56,191
2025-07-31,MSAIR,7,55
2025-07-31,MSSEMI,85,615
2025-07-31,MSVOA,39,817
2025-08-01,METALS,102,799
2025-08-01,ORGPREP,105,696
2025-08-01,EXTLCMS,6,76
2025-08-01,GCAIR,0,10
2025-08-01,GCSEMI,151,746
2025-08-01,GCVOA,6,70
2025-08-01,GENCHEM,23,1270
2025-08-01,HG,1,217
2025-08-01,LCMSPFAS,65,213
2025-08-01,MSAIR,11,55
2025-08-01,MSSEMI,123,689
2025-08-01,MSVOA,32,713
2025-08-04,METALS,193,799
2025-08-04,ORGPREP,184,696
2025-08-04,EXTLCMS,7,76
2025-08-04,GCAIR,0,10
2025-08-04,GCSEMI,286,746
2025-08-04,GCVOA,16,70
2025-08-04,GENCHEM,126,1270
2025-08-04,HG,24,217
2025-08-04,LCMSPFAS,71,213
2025-08-04,MSAIR,29,55
2025-08-04,MSSEMI,239,689
2025-08-04,MSVOA,138,713
2025-08-04,METALS,193,799
2025-08-04,ORGPREP,184,696
2025-08-04,EXTLCMS,7,76
2025-08-04,GCAIR,0,10
2025-08-04,GCSEMI,286,746
2025-08-04,GCVOA,16,70
2025-08-04,GENCHEM,126,1270
2025-08-04,HG,24,217
2025-08-04,LCMSPFAS,71,213
2025-08-04,MSAIR,29,55
2025-08-04,MSSEMI,239,689
2025-08-04,MSVOA,138,713
2025-08-04,METALS,27,741
2025-08-04,ORGPREP,25,584
2025-08-04,EXTLCMS,9,94
2025-08-04,GCAIR,0,34
2025-08-04,GCSEMI,209,815
2025-08-04,GCVOA,9,114
2025-08-04,GENCHEM,9,1269
2025-08-04,HG,7,226
2025-08-04,LCMSPFAS,61,245
2025-08-04,MSAIR,17,87
2025-08-04,MSSEMI,151,696
2025-08-04,MSVOA,23,747
2025-08-04,METALS,27,741
2025-08-04,ORGPREP,25,584
2025-08-04,EXTLCMS,9,94
2025-08-04,GCAIR,0,34
2025-08-04,GCSEMI,209,815
2025-08-04,GCVOA,9,114
2025-08-04,GENCHEM,9,1269
2025-08-04,HG,7,226
2025-08-04,LCMSPFAS,61,245
2025-08-04,MSAIR,17,87
2025-08-04,MSSEMI,151,696
2025-08-04,MSVOA,23,747
2025-08-05,METALS,31,735
2025-08-05,ORGPREP,99,585
2025-08-05,EXTLCMS,7,50
2025-08-05,GCAIR,0,34
2025-08-05,GCSEMI,175,792
2025-08-05,GCVOA,0,131
2025-08-05,GENCHEM,16,1090
2025-08-05,HG,1,136
2025-08-05,LCMSPFAS,43,188
2025-08-05,MSAIR,24,58
2025-08-05,MSSEMI,66,611
2025-08-05,MSVOA,12,739
2025-08-06,METALS,157,735
2025-08-06,ORGPREP,204,585
2025-08-06,EXTLCMS,7,50
2025-08-06,GCAIR,3,34
2025-08-06,GCSEMI,286,792
2025-08-06,GCVOA,12,131
2025-08-06,GENCHEM,38,1090
2025-08-06,HG,8,136
2025-08-06,LCMSPFAS,44,188
2025-08-06,MSAIR,24,58
2025-08-06,MSSEMI,168,611
2025-08-06,MSVOA,38,739
2025-08-06,METALS,157,735
2025-08-06,ORGPREP,204,585
2025-08-06,EXTLCMS,7,50
2025-08-06,GCAIR,3,34
2025-08-06,GCSEMI,286,792
2025-08-06,GCVOA,12,131
2025-08-06,GENCHEM,38,1090
2025-08-06,HG,8,136
2025-08-06,LCMSPFAS,44,188
2025-08-06,MSAIR,24,58
2025-08-06,MSSEMI,168,611
2025-08-06,MSVOA,38,739
